| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
| 基本信息 | 6 | 产品特点 | 1、择时类工具，源于技术大师汤姆·狄马克的TD序列。帮助投资者从技术层面找到个股拐点，抄底逃顶。 |
| |              | | 2、指标类信号，在个股日K线图可查看神奇九转信号，信号更直观，简单易懂。 |
| |              | | 3、每日收盘将出现9转信号的个股汇总成信号池，提高决策效率。 |
| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 三大签约理由 | 1、2021年神奇九转15日内拐点信号成功率大于95%。九转向上信号15日内平均最高涨幅为10.5%，九转向下信号日内评价最大跌幅为7.5%。 |
| |              | | 2、择时工具，符合九转条件有拐点预期。适合震荡行情，帮助投资者提高抄底逃顶的概率。 |
| |              | | 3、反转信号择时，降低投资者追高可能性。 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 产品择时理念 | 源于技术大师汤姆·狄马克的TD序列。九个连续交易日的收盘价，每一个都低于其相对应的四个交易日前的收盘价，股价有反转预期，反之亦有效。 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 目标客户画像 | 【偏好中短线】，【缺乏一定的择时能力】、【爱好技术分析】 |

| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 更新频次 | 每天收盘后18点更新，信号没有未来函数。（不会出现前一日出现信号后，后续因行情波动而消失） |
主力密码要素表

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 主力密码（资金强度研判） |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品简介 | 主力密码是一款择时工具，通过五大维度（主力控盘度、主力坚决度、入场动力度、主力获利度和量价背离度）构建智能分析模型，判断主力在一只股票上的流入流出状态，辅助投资者择时判断 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 3 | 产品代码 | ZT0007 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 4 | 产品类型 | 现金收费-智能投顾-股票择时类 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 5 | 风格标签 | 【资金进出场研判】、【资金强度】 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 6 | 产品特点 | 1、择时类工具，通过逐笔成交、大单、净额流入情况等五大维度判断个股主力资金的流入强度，判断个股资金强度，帮助投资者找到资金流入/流出强度较高的个股。 |
| |              | | 2、通过主力资金流入强度来进行个股择时，帮助投资者判断主力进出情况。 |
| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 16 | 销售客户适当性要求 | 风险承受能力为中等及以上，投资品种包含权益类 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 17 | 服务范围 | 股票类，仅限上证、深证市场股票。不含ST、创业板、科创板及北交所股票 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 18 | 账户要求 | 中信建投证券资金账户 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 19 | 付费方式 | 资金账户可用资金 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 20 | 签约途径 | 蜻蜓点金APP首页更多—决策—主力密码 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 21 | 可签约时间 | 交易日9:00—16:00 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 22 | 生效时间 | 签约当日生效 |
| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 签约理由 | 1、2021年15日内主力进场/离场信号成功率＞80%。发出主力进场信号后平均最高涨幅为13.43%，主力离场信号平均最大跌幅为7.7%。 |
| |              | | 2、从资金流角度判断出资金进场、主力加仓、主力减仓和主力离场等动作，并给出股票池。 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 产品择时理念 | 通过历史数据回测，大单占比与涨幅呈正相关，大单比值大于1的个股主力买入更坚决，涨幅的可能性也会更大。大单比值小于1的个股，资金卖出也更坚决，未来下跌的可能性更大。主力密码通过大单强度判断个股资金进出状态。 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 目标客户画像 | 【中短线客户】、【缺乏一定的择时能力】、【爱好资筹码分析】、【1—10万客户】 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 更新频次 | 每天收盘后18:10更新，信号没有未来函数。（不会出现前一日出现信号后，后续因行情波动而消失） |
| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 使用方法 | 当个股在主力进场/主力加仓股票池中，代表做多力量增强。当个股出现主力离场/主力减仓股票池中，代表做多力量减弱。2021年1月4日—2021年12月31日，神奇九转主力进场信号累计入选股票1895只，其中，15日最高涨幅≥10%有780只，占比41.16%；15日最高涨幅≥5%有1119只，占比59.05%。 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 12 | 服务接收方式 | 1、蜻蜓点金—首页AI选股—主力密码，查看股票池； |
| |              | | 2、登录资金账号后，个股K线图可查看主力密码信号提示； |
| |              | | 3、每个交易日开盘前9:00有短信及APP消息推送 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 13 | 主要收费标准 | 98元/月，268元/季度，488元/半年，899元/年 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 14 | 产品上线时间 | 2020-12-01 00:00:00 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 15 | 风险等级 | 中等风险，3级 |
| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 23 | 解约时间 | 首次签约可在5个交易日内解约，非首次签约不可解约 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 24 | 风险提示 | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | !!! | 创收&提成 | 员工销售主力密码，计入60%业绩创收，提成为创收的50%。例：主力密码年度产品为899元，创收为539元，业绩提成为270元。 |
| |              | 严禁向客户发送 | |

| 主力密码要素表——资金强度研判（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 相关业务咨询个金部：盛棋、陈凯旋。企业微信扫码加入“智能投顾销售业务答疑群”了解活动通知、使用方法、操作疑问等。扫码>>> | !!! | 创收&提成 | 员工销售主力密码，计入60%业绩创收，提成为创收的50%。例：主力密码年度产品为899元，创收为539元，业绩提成为270元。 |
| |              | 严禁向客户发送 | |
特灵回转交易要素表

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 特灵回转交易 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品代码 | - |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 3 | 产品类型 | 智能决策工具-程序化交易类 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 4 | 产品简介 | 程序化交易，基于用户持仓，并判断短期量价信息，交易下单，高抛低吸，赚取日内波动价差收益，降低长期持仓成本。 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 5 | 风格标签 | 【高抛低吸】、【AI机器学习】、【短线】 |
| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 相关业务咨询个金部：盛棋、陈凯旋。企业微信扫码加入“智能投顾销售业务答疑群”了解活动通知、使用方法、操作疑问等。扫码>>> | !!! | 创收&提成 | 员工销售特灵回转交易，计入60%业绩创收，提成为创收的50%。例：客户特灵交易付费5000元，员工创收3000元，员工提成1500元。 |
| |              | 严禁向客户发送 | |
| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 6 | 产品特点 | 高速交易执行：T0策略通过使用人工智能和机器学习算法，实现快速的交易执行。它可以在秒级别进行交易，帮助投资者迅速捕捉市场机会。 |
| |              | |                                                                                                                                                                                                |
| |              | | 自动化决策：T0策略利用先进的算法和数据分析技术，程序化交易决策。它不需要投资者持续盯盘，而是依靠程序执行交易，减少了人为情绪和错误的干扰。 |
| |              | |                                                                                                                                                                                                |
| |              | | 高频交易：T0策略通常采用高频交易策略，即进行频繁的买卖交易。这种策略旨在捕捉短期价格波动和差价机会，从而实现快速的利润。 |
| |              | |                                                                                                                                                                                                |
| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| |              | | 增强收益和胜率：T0策略通过快速的交易执行和精确的选股决策，它可以帮助投资者优化交易策略。 |
| |              | |                                                                                                                                                                                                |
| |              | | 数据驱动决策：T0策略依赖于大量的市场数据和历史数据进行分析和决策。它利用机器学习算法对数据进行模式识别和预测，从而帮助投资者做出更明智的投资决策。 |
| |              | |                                                                                                                                                                                                |
| |              | | 需要注意的是，T0策略并非适用于所有投资者。它通常适用于有较高风险承受能力和短期投资目标的投资者。在使用T0策略之前，投资者应该充分了解其特点和风险，并根据自身的投资目标和风险承受能力做出决策。 |
| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 签约理由 | 1、利用程序化系统，客户授权，对持仓进行日内高抛低吸，降低成本。 |
| |              | | 2、对于客户长期持有的个股，做日内差价，增厚收益。 |
| |              | | 3、投顾策略+特灵交易，强强联合。 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 目标客户画像 | 【资产100万以上客户】【股票交易型客户】【持仓持有时间较长】 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 服务内容 | 对客户授权股票进行日内高抛低吸。 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 服务方式 | 1、蜻蜓点金—AI选股—特灵交易，新建特灵策略-授权资金-开启； |
| |              | | 2、客户每日盈利情况通过微信服务号、APP推送触达。 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 主要收费标准 | 使用特灵回转策略的交易，在原有佣金基础上额外收0.12‰的服务费。不使用特灵回转策略的交易，为原有佣金。 |

| 特灵回转交易——程序化T0交易工具（相关数据更新至2023.09） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
